"population","trapyear","count","sex","origin","fork_length","disposition","age_designation","age_best","age_cwt","age_pit","age_scale","age_length","recapture","oppunch_type","notes"
"CAT",2002,1,"F","Nat",639,"passed","Adult",3,NA,NA,NA,3,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",692,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",850,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",644,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","SCAR NOSE"
"CAT",2002,1,"M","Hat",765,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",641,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",702,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",785,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","SEAL SCARS"
"CAT",2002,1,"F","Nat",723,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",718,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",770,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",870,"passed","Adult",5,NA,NA,NA,5,"FALSE","1ROP/CAU","Scars on tail and head areas"
"CAT",2002,1,"F","Hat",745,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",660,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",700,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",714,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",758,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",682,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",698,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",688,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",712,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",661,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",569,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",714,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",648,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",821,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Torn Caudal Scrapped Dorsal"
"CAT",2002,1,"F","Hat",690,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",705,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",795,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Left side snout/eye wound damaged"
"CAT",2002,1,"M","Nat",718,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",709,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Right eye missing"
"CAT",2002,1,"M","Hat",701,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",825,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Lower Jaw torn"
"CAT",2002,1,"M","Nat",755,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",708,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Originally called a haulback but spawned at LGH"
"CAT",2002,1,"F","Hat",712,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",678,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",734,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Coded jaw tag WSFW 01164"
"CAT",2002,1,"M","Nat",659,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",734,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",723,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Left ventral wound "
"CAT",2002,1,"F","Nat",684,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",685,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",755,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Old mark top center of fish"
"CAT",2002,1,"F","Hat",736,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",721,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",814,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU"," split caudal fin"
"CAT",2002,1,"M","Hat",717,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",638,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",630,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","was 619mm FL but 630 at hatchery"
"CAT",2002,1,"M","Hat",758,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",649,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",628,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",665,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",718,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Scrape on left jaw"
"CAT",2002,1,"M","Nat",661,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",697,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",887,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",716,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",795,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Scar on nose"
"CAT",2002,1,"F","Nat",657,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",689,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",724,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",698,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",724,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",736,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",802,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",599,"removed","Adult",3,NA,NA,NA,3,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",595,"passed","Adult",3,NA,NA,NA,3,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",464,"removed","Adult",3,NA,NA,NA,3,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",669,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",692,"passed","Adult",3,NA,NA,NA,3,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",648,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",724,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Old scar left side"
"CAT",2002,1,"M","Hat",684,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",819,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",719,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Small scrape on head"
"CAT",2002,1,"M","Nat",891,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Ripped Right Upper Jaw"
"CAT",2002,1,"M","Nat",795,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",849,"removed","Adult",5,NA,NA,NA,5,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",672,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",724,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",654,"removed","Adult",3,NA,NA,NA,3,"FALSE","1ROP/CAU","went with age by length FM11/07/05"
"CAT",2002,1,"M","Nat",932,"removed","Adult",5,NA,NA,NA,5,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",748,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU"," Seal scars"
"CAT",2002,1,"M","Nat",827,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",898,"removed","Adult",5,NA,NA,NA,5,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",772,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",734,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",724,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",775,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Jaw tag (red) wdfw 01402"
"CAT",2002,1,"M","Nat",583,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","went with length age- so jack FM 8/16/05"
"CAT",2002,1,"M","Nat",674,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",762,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",630,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",739,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",698,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",693,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",655,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",725,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",720,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",885,"removed","Adult",5,NA,NA,NA,5,"FALSE","1ROP/CAU","Haulback according to tagfile(no spawn record)"
"CAT",2002,1,"M","Nat",835,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",830,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",580,"passed","Adult",3,NA,NA,NA,3,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",703,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",735,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",694,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",660,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",738,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",783,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",694,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",842,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",780,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",686,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",710,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",835,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Seal scar behind dorsal fin "
"CAT",2002,1,"F","Hat",670,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",730,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",721,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",798,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",655,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",805,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",615,"passed","Adult",3,NA,NA,NA,3,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",750,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Head Burn"
"CAT",2002,1,"F","Hat",702,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",669,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",739,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",703,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",709,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",704,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",617,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",671,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",759,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",660,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Seal Scar"
"CAT",2002,1,"F","Hat",671,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",825,"passed","Adult",5,NA,NA,NA,5,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",768,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Head Burn"
"CAT",2002,1,"F","Nat",787,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Head Burn"
"CAT",2002,1,"F","Hat",701,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Found dead in trap/pre-spawn mortality no apparent cause"
"CAT",2002,1,"F","Hat",742,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",694,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",752,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",719,"passed","Adult",4,NA,4,NA,4,"FALSE","1ROP/CAU","BELLY TAGGED HATCHERY FISH"
"CAT",2002,1,"M","Nat",559,"passed","Adult",3,NA,NA,NA,3,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",735,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",644,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",673,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",785,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",702,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",911,"removed","Adult",5,NA,NA,NA,5,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",870,"removed","Adult",5,NA,NA,NA,5,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",600,"removed","Adult",3,NA,NA,NA,3,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",670,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",711,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Scar by adipose and torn caudal"
"CAT",2002,1,"M","Nat",722,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",610,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","went with age by length FM11/07/05"
"CAT",2002,1,"M","Hat",769,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",637,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",660,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Head burn; changed from J to Male FM8/17/05"
"CAT",2002,1,"F","Nat",854,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",762,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",727,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Head Burn and deformed mouth/jaw"
"CAT",2002,1,"F","Hat",706,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",712,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Head and Tail Burns"
"CAT",2002,1,"F","Nat",719,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Head and Tail Burns"
"CAT",2002,1,"M","Hat",733,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Right side of body bite and Head Burn"
"CAT",2002,1,"M","Nat",735,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",697,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Wound on right side by Pectorial Fin"
"CAT",2002,1,"F","Nat",655,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",703,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",753,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",744,"removed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Fungus on tail"
"CAT",2002,1,"F","Nat",694,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",773,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",675,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",745,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Right eye bloody and cloudy"
"CAT",2002,1,"F","Hat",695,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",660,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Scar on right side 4 inches long"
"CAT",2002,1,"M","Hat",704,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",680,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Left eye has Bulge"
"CAT",2002,1,"F","Hat",702,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",688,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Scar before Dorsal Fin "
"CAT",2002,1,"M","Nat",665,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",708,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",685,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Head Burn"
"CAT",2002,1,"M","Hat",734,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",923,"passed","Adult",5,NA,NA,NA,5,"FALSE","1ROP/CAU","Scar by adipose and caudal fin"
"CAT",2002,1,"F","Nat",665,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",722,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",650,"passed","Adult",4,NA,4,NA,4,"FALSE","1ROP/CAU","BELLY TAG ON HATCHERY FISH"
"CAT",2002,1,"F","Hat",661,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",728,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",729,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",658,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Head Burn on both sides of head"
"CAT",2002,1,"M","Hat",759,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",459,"passed","Adult",3,NA,NA,NA,3,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",684,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Old wound left side by anal fin"
"CAT",2002,1,"M","Hat",424,"passed","Adult",3,NA,NA,NA,3,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",744,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",802,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",886,"passed","Adult",5,NA,NA,NA,5,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",669,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",669,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",641,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Old wound behind opercule on right side"
"CAT",2002,1,"F","Hat",663,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Torn Dorsal / head/nose scrape"
"CAT",2002,1,"F","Hat",660,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",651,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Old tear left side"
"CAT",2002,1,"M","Hat",739,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",725,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Nat",665,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Split ventral on the right side"
"CAT",2002,1,"M","Nat",879,"passed","Adult",5,NA,NA,NA,5,"FALSE","1ROP/CAU","Left jaw scrape/ opercule scrape both sides/ dorsal fin frayed"
"CAT",2002,1,"M","Hat",724,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",725,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",645,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Jaw Tag Yellow wdfw 01240/ split dorsal"
"CAT",2002,1,"M","Hat",556,"passed","Adult",3,NA,NA,NA,3,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",638,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",661,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Scar tp[ pf jead"
"CAT",2002,1,"F","Hat",726,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",724,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Belly bite/ caudal penducal scar"
"CAT",2002,1,"F","Hat",658,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Net mark"
"CAT",2002,1,"F","Nat",722,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Old right side puncture"
"CAT",2002,1,"M","Hat",460,"passed","Adult",3,NA,NA,NA,3,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",742,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Nat",677,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU","Jaw tag white wdfw 2315/ fernuncule tumor right pectorial"
"CAT",2002,1,"M","Hat",669,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",703,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"M","Hat",541,"passed","Adult",3,NA,NA,NA,3,"FALSE","1ROP/CAU",NA
"CAT",2002,1,"F","Hat",666,"passed","Adult",4,NA,NA,NA,4,"FALSE","1ROP/CAU",NA
